storm_id,storm_name,year,grid_impact_index_v5r,grid_impact_index_v5r_stoch,rank_v5r_det,rank_v5r_stoch,rank_shift,abs_rank_shift
WP231962,GILDA:IVY,1962,0.0,0.0,50.0,221.0,-171.0,171.0
WP201962,DINAH,1962,0.0,0.0,50.0,221.0,-171.0,171.0
WP171962,AMY,1962,0.0,0.0,50.0,221.0,-171.0,171.0
WP161962,WANDA,1962,0.0,0.0,50.0,221.0,-171.0,171.0
WP111962,PATSY,1962,0.0,0.0,50.0,221.0,-171.0,171.0
WP101962,OPAL,1962,0.0,0.0,50.0,221.0,-171.0,171.0
WP061962,KATE,1962,0.0,0.0,50.0,221.0,-171.0,171.0
WP031962,HOPE,1962,0.0,0.102797530574714,50.0,58.0,-8.0,8.0
WP271961,ELLEN,1961,0.0,0.0051020408163265,50.0,165.0,-115.0,115.0
WP161961,LORNA,1961,0.0,0.0,50.0,221.0,-171.0,171.0
WP141961,JUNE,1961,0.0,0.0,50.0,221.0,-171.0,171.0
WP091959,JOAN,1959,0.0,0.0,50.0,221.0,-171.0,171.0
WP061961,BETTY,1961,0.0,0.0,50.0,221.0,-171.0,171.0
WP271960,PHYLLIS,1960,0.0,0.0051020408163265,50.0,165.0,-115.0,115.0
WP231960,LOLA,1960,0.0,0.010204081632653,50.0,149.0,-99.0,99.0
WP221960,KIT,1960,0.0,0.1063019585026954,50.0,56.0,-6.0,6.0
WP151960,ELAINE,1960,0.0,0.0,50.0,221.0,-171.0,171.0
WP081960,SHIRLEY,1960,0.0,0.0,50.0,221.0,-171.0,171.0
WP061960,POLLY,1960,0.0,0.0,50.0,221.0,-171.0,171.0
WP051960,OLIVE,1960,0.0,0.2332818476505443,50.0,30.0,20.0,20.0
WP011960,KAREN,1960,0.0,0.0,50.0,221.0,-171.0,171.0
WP211959,FREDA,1959,0.0,0.2970051788700783,50.0,19.0,31.0,31.0
WP201959,EMMA,1959,0.0,0.0,50.0,221.0,-171.0,171.0
WP181959,CHARLOTTE,1959,0.0,0.0,50.0,221.0,-171.0,171.0
WP161959,AMY,1959,0.0,0.0,50.0,221.0,-171.0,171.0
WP111959,LOUISE,1959,0.0,0.0205039101756979,50.0,136.0,-86.0,86.0
WP091961,ELSIE,1961,0.0,0.0,50.0,221.0,-171.0,171.0
WP171949,PATRICIA,1949,0.0,0.0,50.0,221.0,-171.0,171.0
WP161949,OMELIA,1949,0.0,0.0,50.0,221.0,-171.0,171.0
WP081949,JUDITH,1949,0.0,0.0,50.0,221.0,-171.0,171.0
WP091947,INEZ,1947,0.0,0.0,50.0,221.0,-171.0,171.0
WP212020,MOLAVE,2020,0.0,0.0,50.0,221.0,-171.0,171.0
WP192020,SAUDEL,2020,0.0,0.0,50.0,221.0,-171.0,171.0
WP012020,VONGFONG,2020,0.0,0.1095275740328627,50.0,54.0,-4.0,4.0
WP282019,FUNG-WONG,2019,0.0,0.0160969320398325,50.0,144.0,-94.0,94.0
WP272019,KALMAEGI,2019,0.0,0.0051020408163265,50.0,165.0,-115.0,115.0
WP252019,NAKRI,2019,0.0,0.0,50.0,221.0,-171.0,171.0
WP212019,NEOGURI,2019,0.0,0.0,50.0,221.0,-171.0,171.0
